;datumcas;CO2_ppm
1004;9.11.2011;449,2969
1005;9.11.2011;448,0471
1006;9.11.2011;451,0362
1007;9.11.2011;447,8271
1008;9.11.2011;448,0103
1009;9.11.2011;449,2426
1010;9.11.2011;451,453
1011;9.11.2011;447,7836
1012;9.11.2011;450,5858
1013;9.11.2011;451,2712
1014;9.11.2011;448,2437
1015;9.11.2011;452,9696
1016;9.11.2011;453,3033
1017;9.11.2011;448,6369
1018;9.11.2011;452,0478
1019;9.11.2011;448,6958
1020;9.11.2011;450,0694
1021;9.11.2011;449,5691
1022;9.11.2011;450,0234
1023;9.11.2011;445,6465
1024;9.11.2011;447,987
1025;9.11.2011;453,0107
1026;9.11.2011;450,8748
1027;9.11.2011;453,8011
1028;9.11.2011;445,6765
1029;9.11.2011;450,8107
1030;9.11.2011;446,5277
1031;9.11.2011;449,8082
1032;9.11.2011;447,4914
1033;9.11.2011;451,8857
1034;9.11.2011;449,132
1035;9.11.2011;451,8158
1036;9.11.2011;449,732
1037;9.11.2011;447,2903
1038;9.11.2011;446,7324
1039;9.11.2011;451,5868
1040;9.11.2011;448,2551
1041;9.11.2011;451,5692
1042;9.11.2011;450,7467
1043;9.11.2011;450,1509
1044;9.11.2011;455,7971
1045;9.11.2011;452,9975
1046;9.11.2011;449,8754
1047;9.11.2011;450,9613
1048;9.11.2011;449,8711
1049;9.11.2011;448,4177
1050;9.11.2011;449,533
1051;9.11.2011;450,5633
1052;9.11.2011;451,4577
1053;9.11.2011;453,8301
1054;9.11.2011;452,4682
1055;9.11.2011;452,0889
1056;9.11.2011;450,0911
1057;9.11.2011;456,3428
1058;9.11.2011;451,6368
1059;9.11.2011;450,2815
1060;9.11.2011;452,4682
1061;9.11.2011;451,7063
1062;9.11.2011;450,8812
1063;9.11.2011;450,5004
1064;9.11.2011;452,5178
1065;9.11.2011;451,7516
1066;9.11.2011;452,5658
1067;9.11.2011;454,9735
1068;9.11.2011;450,1775
1069;9.11.2011;453,3036
1070;9.11.2011;451,3412
1071;9.11.2011;454,5533
1072;9.11.2011;452,7089
1073;9.11.2011;455,6091
1074;9.11.2011;453,8055
1075;9.11.2011;450,9007
1076;9.11.2011;451,7487
1077;9.11.2011;452,7314
1078;9.11.2011;451,2762
1079;9.11.2011;450,066
1080;9.11.2011;450,9068
1081;9.11.2011;451,9034
1082;9.11.2011;453,2734
1083;9.11.2011;450,886
1084;9.11.2011;450,7966
1085;9.11.2011;453,2398
1086;9.11.2011;454,3065
1087;9.11.2011;451,0301
1088;9.11.2011;452,8234
1089;9.11.2011;447,7152
1090;9.11.2011;452,4112
1091;9.11.2011;459,257
1092;9.11.2011;452,2887
1093;9.11.2011;451,6481
1094;9.11.2011;453,5482
1095;9.11.2011;454,0616
1096;9.11.2011;454,7859
1097;9.11.2011;453,0347
1098;9.11.2011;456,8208
1099;9.11.2011;449,7663
1100;9.11.2011;453,9725
1101;9.11.2011;452,211
1102;9.11.2011;453,2195
1103;9.11.2011;453,0791
1104;9.11.2011;451,9048
1105;9.11.2011;456,1869
1106;9.11.2011;451,7031
1107;9.11.2011;451,4814
1108;9.11.2011;448,3355
1109;9.11.2011;453,1365
1110;9.11.2011;454,3985
1111;9.11.2011;452,3709
1112;9.11.2011;453,8587
1113;9.11.2011;450,3841
1114;9.11.2011;454,3051
1115;9.11.2011;450,1731
1116;9.11.2011;455,1576
1117;9.11.2011;454,6855
1118;9.11.2011;456,5237
1119;9.11.2011;454,3755
1120;9.11.2011;456,3852
1121;9.11.2011;454,7894
1122;9.11.2011;453,4515
1123;9.11.2011;455,098
1124;9.11.2011;455,7672
1125;9.11.2011;453,7362
1126;9.11.2011;456,216
1127;9.11.2011;456,8435
1128;9.11.2011;451,1173
1129;9.11.2011;452,5505
1130;9.11.2011;454,2826
1131;9.11.2011;453,641
1132;9.11.2011;452,3888
1133;9.11.2011;454,5346
1134;9.11.2011;454,0675
1135;9.11.2011;453,0656
1136;9.11.2011;451,8585
1137;9.11.2011;450,6806
1138;9.11.2011;453,0656
1139;9.11.2011;452,1348
1140;9.11.2011;455,1735
1141;9.11.2011;456,6141
1142;9.11.2011;457,0657
1143;9.11.2011;460,8931
1144;9.11.2011;455,2298
1145;9.11.2011;454,8492
1146;9.11.2011;455,7188
1147;9.11.2011;454,2852
1148;9.11.2011;456,7109
1149;9.11.2011;455,0297
1150;9.11.2011;453,9265
1151;9.11.2011;453,3518
1152;9.11.2011;453,7361
1153;9.11.2011;454,79
1154;9.11.2011;450,1033
1155;9.11.2011;456,3251
1156;9.11.2011;452,4087
1157;9.11.2011;456,374
1158;9.11.2011;457,5038
1159;9.11.2011;453,8068
1160;9.11.2011;452,7831
